age,income,credit_score,claim_history,vehicle_value,price
60,550083,756,2,934152,47630
32,669199,721,3,1026494,61913
39,317099,586,5,1425217,105321
54,450934,663,4,754013,33868
69,793933,762,3,484960,36336
59,738949,659,1,537295,45094
29,941909,572,1,450209,28780
64,519846,850,1,1542973,46719
66,717280,684,0,1161696,38262
59,498439,595,1,1328213,55750
55,911838,715,3,1256513,68952
35,1057223,692,3,820638,40609
62,844997,561,0,1551955,50029
52,1018358,708,1,623639,35201
47,709749,788,2,1704948,86476
41,941678,679,4,949484,64986
59,722625,514,2,1615475,88709
47,392521,730,1,480358,16889
31,774016,754,1,727424,28804
23,401410,647,2,258843,15579
20,1401738,647,1,1316899,45612
33,599773,850,4,1001287,64547
24,893511,640,1,1706644,87544
69,696276,599,1,706406,44030
31,329915,702,1,1434833,61807
26,150000,751,2,931966,45903
32,924704,747,1,862484,51087
38,1164802,477,2,784246,41041
52,479558,640,2,561941,27478
19,202992,803,1,1049699,53397
44,602451,729,0,984556,21098
19,418864,588,1,270926,13568
52,504905,811,1,200000,10056
35,883112,786,3,774801,51551
31,684861,673,0,1364798,44165
37,451147,779,2,988828,48035
35,876550,850,1,378913,18154
27,900061,605,1,200000,10000
42,598882,749,4,1361918,85323
19,741374,850,5,238783,40931
42,856150,758,0,1203736,46865
50,827830,632,1,1127616,52831
53,712184,721,0,1553864,41863
48,1129775,823,2,648340,37658
31,874804,608,1,1275722,48271
18,564796,697,0,1459948,69865
63,566599,678,1,365149,17451
33,532574,643,3,953224,55969
63,889636,721,1,883845,50157
69,513175,690,1,474488,31528
20,572530,757,1,1005723,42026
52,1017406,802,2,432403,15573
58,757489,585,3,1052865,49039
23,1059559,706,1,1769503,67578
42,939417,695,1,818306,38177
30,346998,718,1,862043,36396
51,669360,698,2,1466603,63962
25,996984,611,1,1403795,57049
38,333347,830,2,652941,48448
51,825913,850,1,1175286,57123
21,688229,749,0,200000,21316
42,173563,753,1,498352,17231
32,735897,711,0,1327952,53583
21,448759,787,1,695910,36711
62,349704,480,3,819867,64723
29,702742,699,2,530271,29940
49,150000,648,3,466109,27480
49,497712,713,2,200000,10000
45,1465352,798,2,754739,38915
30,895066,701,2,1086244,55141
48,435572,667,2,998740,53176
31,1121249,573,0,567193,10000
37,402386,690,0,328403,22069
35,533891,760,2,750449,28316
46,355344,624,1,368412,28384
23,776823,519,0,592971,20282
49,1110588,850,1,951642,54292
46,400298,730,1,551397,10759
60,150000,680,2,1414525,79504
19,1027290,825,3,481673,25803
40,1166140,712,3,658087,33591
36,150000,819,3,1239892,83172
48,838016,812,0,1176169,46720
68,767951,585,1,1106648,36517
22,463757,741,3,644780,44288
36,281693,850,2,1133651,66687
51,997525,610,0,1216825,48758
27,753721,611,2,1076676,55365
42,776327,626,2,887054,55594
19,513469,780,1,1130837,51733
28,459427,725,2,869690,31409
67,150000,525,2,1061571,56699
48,631591,730,0,929845,36717
32,1131647,677,0,295724,12366
26,432923,689,3,666509,39764
40,243275,624,3,1732184,100894
36,830699,731,2,200000,16557
26,886023,794,0,1520894,36926
52,524228,642,0,1150211,30924
38,595370,548,1,913689,43226
26,779170,672,1,227834,17983
45,653335,768,2,899540,39379
63,1000038,662,0,601470,27508
68,1431172,565,0,1375591,54630
24,187250,768,2,633320,33796
33,1068926,827,3,789668,51188
33,731577,701,1,998472,45998
50,1116460,555,3,642188,49865
21,917306,671,3,1283436,82829
21,718346,713,2,781643,33783
56,928006,627,3,200000,14515
57,581753,752,1,960306,52576
34,467709,618,3,1222949,78265
54,943258,702,4,1475212,98698
56,446701,679,2,1121067,62684
69,892711,755,3,1361253,85127
46,709224,698,1,1096282,47775
69,150000,682,2,516233,26583
53,527685,627,1,587506,31251
55,800451,703,0,200000,10000
56,578199,676,0,813258,41510
67,150000,621,2,1161127,71668
54,1096225,714,0,268873,16663
69,750812,732,2,1417589,58569
52,833121,669,1,858883,28689
24,558017,783,1,541447,14324
44,859446,723,2,266826,19555
45,1250446,584,0,1564421,64689
39,479478,820,3,1372838,73152
31,1200103,769,2,738636,33382
24,819569,790,3,1271603,73993
54,439170,736,1,816177,28926
39,1363717,489,1,658226,32681
22,817492,798,2,638701,33056
19,902943,705,0,807143,24501
44,619194,731,2,740577,39856
38,461102,748,0,924586,39610
55,750343,850,0,1543338,40736
32,1174439,650,1,1811334,77493
38,607102,653,1,418974,10000
27,691974,623,0,1083784,37281
40,1136898,603,0,983852,41429
56,609901,605,1,1112186,56528
22,853082,533,1,719927,29690
18,963205,738,2,1117643,52869
30,640965,850,3,348127,24827
38,792951,850,1,2252897,80970
43,898330,623,3,1016243,62182
67,579725,675,2,1192011,51521
62,944729,811,1,452697,24886
38,535904,738,2,621940,27918
35,497473,712,1,312567,12740
54,241887,676,0,1482514,57724
62,548961,806,0,456120,20890
49,455349,603,2,824462,48486
53,579737,743,1,842223,38281
34,883597,731,1,1089281,37392
52,182297,703,1,383031,18090
66,150000,770,3,1243845,69389
28,475276,703,2,1397992,64979
38,838369,651,0,635980,23503
69,786659,708,0,885363,24553
43,470481,556,3,1150618,68128
21,1050822,755,2,1002229,49341
51,502477,778,2,500112,24406
69,838736,640,2,1180505,50522
65,591164,619,1,1505077,55066
35,439367,644,3,1503820,95461
57,518479,694,1,1130109,49025
52,920200,719,1,1206389,65369
58,808307,845,0,744324,40431
46,990430,834,1,533104,33283
69,808295,774,4,872516,50483
46,216649,710,2,1805774,98450
55,1334324,616,1,687601,29899
59,812550,850,0,1073765,34575
38,854401,677,0,1051105,34258
59,586948,725,4,750272,51986
30,1033953,756,2,1493450,74965
66,372067,705,1,1535524,83289
58,882948,803,0,1966822,55088
34,150000,740,3,580637,54335
26,903162,788,2,1062838,64591
58,376134,740,3,935423,54709
18,783098,696,3,625434,38069
19,1107202,706,4,633525,39196
65,946815,694,1,966730,34296
46,1067314,584,1,713229,27327
50,1036254,609,1,508137,22801
27,542715,766,1,949433,39967
67,879499,586,0,457489,22837
57,182524,663,1,713457,37190
38,493919,605,0,1044704,39979
45,1117796,658,3,845962,51737
28,584488,686,1,797031,43974
51,150000,663,2,1623542,86510
25,1304109,571,0,1461049,57249
39,868675,683,0,932982,30101
25,929343,613,1,494273,31886
66,405859,642,1,1224303,59169
32,785216,766,1,1910471,76091
34,777272,785,1,1445996,44158
40,453554,582,2,379951,24462
41,649054,841,5,820943,60675
62,249859,654,0,606806,27854
36,595987,645,2,529571,31864
22,992153,619,1,1354017,46566
49,475945,705,3,1345586,78366
61,1272189,850,1,1610176,78685
18,269172,561,1,1171339,52264
40,621947,514,2,882088,47152
54,503071,724,2,975156,46615
25,645945,751,2,537767,30447
30,1111442,704,1,1448039,73019
25,404663,753,3,603517,47899
40,564618,598,4,736556,50648
60,896351,614,1,778522,34050
18,727947,711,4,200000,26267
62,752552,850,1,1247024,54230
68,410417,750,0,520905,21748
41,678524,754,3,1175796,66312
52,1039473,603,2,720575,29096
41,217143,738,1,717032,30680
34,490807,593,6,455771,52574
22,155337,850,1,1455375,54466
37,861092,608,1,1544494,72280
38,1067641,628,0,1299955,47258
57,644977,567,1,1006044,36122
48,398343,707,3,954287,73245
63,407126,703,1,1334637,59509
53,610882,836,2,849723,49147
28,609738,769,0,1427061,58294
69,973549,628,0,514948,15167
32,499337,778,0,1292632,49458
36,830523,588,0,1414037,36311
24,608358,635,3,460754,41848
68,476572,710,3,564388,37316
45,600887,598,2,882211,50650
68,800961,795,0,1069248,36589
60,974480,850,2,652962,48773
22,624408,673,3,936878,67724
22,338818,641,1,200000,10000
47,999914,688,2,1205996,64428
49,430549,649,5,1224814,89547
25,778246,723,3,1508399,88385
27,692550,580,4,1129509,81455
55,652428,728,0,751972,20630
64,553907,850,3,494268,32658
49,886044,519,0,574744,13234
65,150000,594,1,864471,50615
45,1040941,659,0,561265,22796
34,426247,748,0,592631,24297
48,822387,780,2,884890,47280
25,806507,772,3,255358,14088
57,1082493,547,1,503694,28828
42,759324,639,0,987373,49961
26,451267,618,2,1006599,39413
19,218573,694,1,1245953,55717
32,595359,701,0,961979,40303
67,150000,576,2,912369,42495
20,511454,660,0,1154812,48904
66,612210,752,1,976120,41750
53,493025,643,1,511157,17875
21,712532,681,3,580177,19807
31,629168,850,3,1570630,83743
58,601694,850,4,2186793,127291
58,150000,505,1,1194440,63960
42,311588,710,0,496634,20561
67,892797,850,2,1659586,73258
27,941276,743,1,727905,19075
38,150000,701,4,1069963,79624
53,455584,818,3,891839,53665
29,1021589,719,1,974392,38477
44,484588,763,4,723887,48711
57,666552,681,1,1419153,69814
19,1132541,718,2,826220,55240
30,591526,738,3,1145079,60789
49,548584,777,0,1136430,21278
48,652888,661,3,855828,50842
33,1256023,658,2,298114,21496
49,833860,526,0,569033,21721
49,705724,665,2,1184789,46752
51,542692,785,0,1022966,47898
28,861645,741,0,573987,10000
27,897909,610,1,917481,34352
32,378046,528,1,983861,36141
34,905988,687,1,1133104,39707
57,654654,783,3,1628106,70960
35,707439,656,1,200000,11417
26,434713,569,2,1384278,80955
42,580005,646,2,986874,49361
57,390957,729,1,487892,14392
31,376534,811,3,965954,68119
42,813127,676,0,1478565,59647
67,593465,794,2,1598278,68992
39,310108,784,3,491536,36741
69,1353115,594,0,560559,29116
47,362603,812,3,382801,21527
37,1027630,726,2,993208,51106
38,257060,591,0,1012941,34383
61,836950,850,0,1294997,34838
49,624831,688,1,1076525,47349
68,511282,525,4,1257398,88091
63,759022,636,1,345221,17227
66,718677,614,1,1601106,61674
38,456260,638,2,1418893,87018
52,442678,659,1,688320,26727
49,227825,676,2,585111,37220
47,791669,673,1,1198490,57546
56,323858,691,4,275351,10103
66,701192,752,1,605916,33390
29,877743,632,3,488895,34734
58,762416,806,2,861268,41475
64,483060,589,1,722411,31540
35,972643,755,1,585833,30610
38,577608,847,3,546533,17812
30,299751,684,0,644379,23568
38,614881,717,1,423960,23167
25,876039,612,1,1117069,65756
63,497675,653,2,1350463,56116
57,963454,841,3,1060614,64046
63,468902,767,3,1453122,76398
24,509736,737,3,563775,42546
40,386176,525,2,600535,41397
61,905112,635,1,1076907,40709
49,684027,850,0,1128894,54327
28,406071,736,2,906116,56759
39,581136,748,4,890072,68254
39,150000,715,1,473545,19090
60,933391,644,1,200000,10000
42,648776,729,2,1123034,59343
39,150000,562,2,1292729,63046
45,262995,555,1,725545,29066
46,573521,633,2,679151,52271
30,305748,717,5,636488,61776
35,938004,558,2,749925,47339
19,825571,711,1,1302495,71627
46,807860,610,0,526103,19812
38,150000,622,0,1158187,37481
32,542362,816,0,700909,15661
69,490715,703,4,200000,36555
44,413783,618,2,762685,37856
67,575447,716,0,1555769,31509
48,362128,567,1,625849,10000
32,764566,734,1,805114,22968
68,929965,799,1,903233,35090
40,904115,759,2,978943,47352
41,658626,850,3,1516938,86204
61,1299771,525,1,582825,18080
30,1041992,711,1,904251,40655
39,669532,579,2,1203458,68336
60,555318,684,2,614354,32534
54,1101408,700,2,929236,43848
50,1002274,850,2,1292847,54802
20,276871,694,3,692089,54979
36,1025746,692,1,830710,25165
40,653687,790,1,439368,32621
46,441726,695,1,1278767,53870
47,150000,850,2,963421,39748
56,619325,760,2,729838,44962
61,696331,774,1,776667,37403
64,1176198,531,1,896391,43502
42,987170,850,2,1033674,56227
54,525133,640,1,638909,30065
64,816802,699,1,670363,33328
25,947874,641,2,794668,52977
59,725787,607,2,960407,51508
33,523853,591,2,1542373,83070
25,540348,709,3,578905,20981
18,815641,522,5,238809,38399
61,823894,678,0,1459968,72433
22,612113,795,1,548834,10788
20,150000,756,1,1487018,80257
18,312843,738,1,1397432,66571
21,885906,619,3,1117720,54156
57,150000,557,3,1386197,81279
52,1055254,793,2,200000,18134
49,1010847,659,1,359049,24639
59,712328,692,0,1013645,32664
51,879379,682,2,745289,45109
60,858632,760,3,585979,49641
42,664938,850,0,1223188,49009
27,287833,831,0,1003002,44516
38,990181,490,2,1319725,64227
63,1122169,672,2,751239,45368
56,337422,578,1,893428,58466
44,276623,784,1,1515853,54315
44,658960,700,3,386643,32629
19,512132,754,1,865528,29314
58,743484,664,3,550237,47522
65,1062398,606,3,1578195,73231
30,150000,621,2,1862301,86836
26,1174381,562,2,983947,69888
69,577999,586,2,1097059,52372
53,853533,567,0,858514,31092
39,885617,606,2,843062,54551
59,920602,601,4,933421,64796
43,718572,735,0,360418,10000
29,788668,731,1,1164117,40485
34,786706,735,2,505853,39104
31,510915,805,3,758459,58250
31,172583,692,1,913272,23810
51,334244,629,0,595140,14225
37,668728,850,2,1139106,49748
28,463958,781,2,709830,34151
33,464651,713,2,1326225,57583
68,1239775,707,1,551516,25703
48,957668,726,1,833245,31372
23,624377,681,1,471248,19063
36,901610,711,1,1292991,45356
54,573919,744,1,775633,39792
21,733217,634,1,677150,20261
64,832488,552,1,824018,40048
21,574718,513,1,856192,47935
37,494424,779,2,1062125,68514
27,1067179,557,0,1115648,45141
41,884233,741,4,839366,61149
52,150000,596,3,884358,41580
43,499559,597,2,200000,27241
54,465618,635,0,719196,27158
55,513658,717,2,1472274,73900
38,958720,584,1,1079478,50400
57,705761,644,0,470745,17903
56,283111,697,2,744992,39856
38,585035,591,0,661320,21268
27,862521,828,1,1328043,60152
55,634106,544,2,1287446,53549
63,506597,680,1,587596,14283
21,799365,814,3,903950,48029
62,1185457,580,1,446489,31232
37,838427,690,2,649353,38767
34,1090282,711,0,664097,18490
24,526715,627,1,619095,22564
21,697491,693,1,1046481,45614
46,691434,750,1,1439657,62936
31,735603,657,1,875890,49122
20,832155,768,1,478021,38769
41,424309,735,2,983242,48594
54,894199,647,1,983789,60310
33,211634,801,2,824500,43087
69,299273,633,4,1643645,107126
21,1340687,777,1,997650,51239
41,546963,634,2,1129528,66221
51,918855,671,2,200000,27857
47,1209487,685,0,514843,10000
35,150000,730,1,1105563,48233
36,1037873,482,0,1013526,48101
48,894683,741,1,748602,23935
36,1192119,690,2,1081426,39455
66,345543,725,2,1270920,51140
63,1135376,745,0,710869,24043
36,478175,735,2,650799,51120
39,1016433,519,0,797606,17618
41,689193,604,1,1099254,38503
62,931230,729,1,670961,25451
29,714660,717,0,1241167,36033
47,150000,628,2,707194,29232
55,150000,766,2,676174,19889
48,762974,676,1,1838579,72567
53,620879,779,0,406166,29851
36,819466,808,2,1212687,63237
65,624353,725,0,200000,16484
62,1305423,749,1,1163271,43973
53,769161,645,0,1976717,64586
47,565915,780,0,1322816,50313
66,801208,719,2,1435227,70426
50,571397,673,1,861567,37080
35,727879,590,4,1276907,98137
69,334755,656,1,999463,37275
66,697424,600,2,1710385,76459
45,556644,768,1,457345,27624
64,363179,809,1,1374993,62771
28,1292720,782,1,1071081,36480
62,374879,850,0,534877,19195
50,702089,658,1,790216,20421
34,459157,753,0,259619,11501
23,789111,593,1,200000,10000
21,317684,682,0,420178,13797
37,952107,567,2,744782,31328
65,1310846,751,0,932474,42325
64,448138,668,2,376086,25239
44,1065090,515,0,773358,36763
32,585436,638,1,994565,42380
23,1151737,850,3,669437,52551
64,1356549,736,2,467656,11923
31,629888,769,2,607461,32858
28,243920,711,2,1434633,80106
56,984425,683,2,209317,10000
26,767325,701,2,1361741,67793
43,850537,722,2,1446141,74818
33,598046,601,1,757501,30801
22,434652,768,3,1084057,72145
69,1048104,800,3,587633,46389
27,795936,682,2,1007085,46267
67,266932,652,2,1790576,84444
20,906062,633,1,1408460,52762
30,845850,850,1,698591,32295
60,602410,659,1,372311,19506
66,1185943,758,3,782530,48072
47,514548,682,2,1009317,52110
62,649304,678,0,1188644,35683
23,930594,631,2,856313,34853
34,723028,612,0,1614414,62279
62,284673,766,0,913038,30774
68,755139,610,1,709851,23612
36,575683,741,0,1109816,33292
59,957098,708,2,1180021,65955
52,745365,767,1,594864,33122
63,728352,645,5,524555,56390
43,385524,797,1,243217,12112
68,630992,687,4,784421,51517
22,991030,850,1,1386703,68817
46,467039,554,3,1166446,66641
54,690234,850,3,1349546,76236
37,419066,688,2,638251,27917
66,344847,720,2,834645,41711
38,674542,645,3,200000,10000
27,752140,558,2,1303147,61054
22,1298158,652,3,1437096,71300
53,563361,667,0,473371,18726
23,684949,716,2,1550299,72365
43,324977,800,3,806204,46838
21,883672,717,0,466689,34199
56,819428,718,1,773623,25470
56,1146518,734,3,1151369,67131
67,1033486,542,1,878457,41097
52,805422,550,2,668785,29498
18,558978,565,4,1136929,88172
41,761400,666,2,1173789,72010
53,666695,531,2,830431,54277
23,986019,637,0,757296,20752
58,947869,576,0,681753,19396
63,611075,743,1,1091427,29820
61,261401,739,0,258307,10000
48,1100016,672,3,594945,38741
37,874562,529,3,835183,59052
41,604152,678,1,584708,40457
42,862862,729,1,1001590,32546
53,722458,772,2,965349,49540
38,1095585,850,3,1892266,97956
47,150000,800,4,595496,45175
41,580842,714,1,895542,51045
61,1179716,674,1,517225,24425
59,868959,633,3,1675920,97822
47,1231782,822,2,1580488,78335
39,333457,714,0,272832,11539
45,1021659,756,1,834211,29608
24,1003667,646,1,914413,56173
52,195481,588,2,763925,41277
45,611349,663,0,706448,29621
31,668041,672,1,1208360,53523
27,214133,717,0,1615147,41060
33,617619,633,2,1222822,53112
33,961954,702,1,1245659,53552
48,582723,805,1,758066,25578
59,772639,549,1,1306935,60248
42,774811,509,1,1305619,50197
30,696356,812,2,710144,37112
23,488445,568,2,806764,30878
61,897644,665,5,269910,42837
26,223889,754,1,358967,20786
62,702576,694,0,726506,29875
53,1115645,693,2,472090,26571
60,565788,706,2,1221764,54902
37,481803,850,1,836411,47701
35,917654,850,2,1113030,67338
60,749029,637,0,411688,14312
38,923634,794,2,1419504,63404
21,711549,745,0,1095826,26179
67,150000,698,3,1061785,64608
50,1053974,618,0,1278744,41102
44,1321007,740,1,1027508,39699
24,1085212,672,1,494637,31222
23,150000,665,3,1150757,61719
32,835326,630,1,585034,41994
35,559976,789,3,984355,49309
49,374726,630,3,590869,23705
28,736819,631,1,1564886,61202
37,655315,770,2,1167861,60176
41,852597,687,0,1302977,47622
32,716974,689,1,596305,28216
65,363756,792,0,1019563,33680
24,527019,818,2,976080,45899
38,478612,508,3,944128,48632
59,185055,688,1,200000,12016
43,288506,573,1,1685712,81562
61,636679,665,0,884614,31875
31,1127126,699,1,1100723,40789
54,539332,668,2,374102,24218
38,472770,607,0,1485500,65813
35,345613,603,4,1451757,93151
22,709160,765,0,1241750,35218
20,1053777,838,1,1009139,45036
40,1300804,514,2,1834208,95953
43,785619,670,7,1293239,126399
54,741998,765,1,353551,22312
41,536958,697,1,989794,43788
66,587030,599,0,1133500,34693
36,888752,656,1,942020,33049
68,605537,727,2,1129241,53427
42,651315,672,1,1476493,67215
38,692395,695,5,824538,62799
29,522751,698,2,748038,35607
58,677506,652,2,465794,20150
50,150000,773,3,200000,32570
67,864650,657,5,775102,63779
21,1405531,609,0,629085,29113
59,534386,850,2,817347,53939
24,812151,692,2,665909,29377
39,955472,465,1,470227,28849
50,1084064,812,0,679805,22772
34,620703,812,2,1105206,65340
41,159004,741,1,685899,23989
51,780169,756,0,824532,30646
45,738588,850,0,1737860,64630
60,596300,613,0,1330068,42898
58,659946,711,0,991142,33511
56,743104,850,2,1004394,48211
39,808528,850,0,615875,29856
66,795942,667,2,732034,56812
34,634694,850,0,789084,39656
51,815283,772,2,942002,58924
23,614490,834,2,882353,12087
63,892607,769,3,448621,32946
23,511767,727,1,1138416,50184
51,721917,850,2,670602,41395
18,212878,652,2,1668938,72913
27,589026,850,2,1399852,72136
38,870246,850,4,235378,10318
22,389879,822,2,798716,50591
19,603969,693,1,1543313,53622
39,150000,721,2,1165080,68152
65,289577,585,1,935629,51161
19,368057,659,2,200000,13222
27,730525,755,0,812973,32040
51,800022,571,0,984144,36138
33,683183,673,0,200000,10000
65,585221,850,1,1145350,51512
68,586269,686,3,619262,50216
56,914813,793,4,1020518,65701
39,763845,750,0,952730,38589
29,599816,672,3,797828,42574
41,1087989,686,1,1216627,59015
64,1284992,715,1,1012514,43274
57,326277,515,0,1986358,74773
55,856753,785,5,1611165,115412
27,1626966,689,4,495021,53746
52,784061,788,0,1374726,52067
68,734632,734,0,605347,12700
66,683279,685,3,430275,25722
49,847054,717,1,309550,14583
24,926469,718,1,756737,38036
38,326569,832,1,1302348,44591
37,692054,705,3,963344,60149
43,150000,725,1,1103383,54330
21,637205,586,2,200000,11943
63,429193,695,1,808393,50975
69,801753,830,0,479005,10554
39,203085,738,2,268007,19856
32,546304,602,1,418456,10000
57,989963,612,0,928370,31238
38,497100,633,2,1163104,57572
32,150000,789,2,535840,26429
39,777259,778,2,1135634,49911
69,524041,389,3,1226564,70405
45,644234,692,0,1031847,41864
31,481039,713,1,556696,10000
44,1292319,613,3,701063,30446
58,232578,664,1,1031110,40991
57,1550048,819,0,613725,20217
45,582809,736,1,1158656,42515
43,755033,655,2,456802,27324
66,527561,683,1,1052380,50069
19,515009,679,0,1262775,54683
42,464551,725,2,976585,59996
20,880377,571,3,503805,26152
25,276760,639,3,247826,16735
61,809232,793,0,457090,10000
50,150000,693,2,1094956,63637
59,782058,623,3,817615,45964
69,954742,627,3,659790,45624
52,317644,764,1,1059094,33717
23,903622,653,3,200000,15691
56,715415,745,0,795141,20802
69,1179527,643,1,457309,26859
40,443438,598,0,359786,10000
42,1544795,722,3,694167,58368
67,150000,691,0,1888868,69938
60,601148,761,1,1152857,42446
36,190429,779,1,447760,23342
22,1255316,667,2,1384367,63758
68,621489,731,0,377332,10000
28,648494,665,1,1506921,69211
29,832971,757,0,547389,30158
27,698558,721,3,943814,59285
25,521871,643,0,1734251,52768
41,323005,636,1,759851,27548
45,750554,724,2,1635097,90752
58,813650,804,0,871145,36555
53,908613,781,1,865157,27742
54,1273818,615,1,545569,19419
38,150000,624,0,1464965,55282
25,679684,637,2,701757,36786
26,1057521,646,2,1662062,97740
64,662643,536,0,648889,18197
32,150000,771,4,717879,57892
65,312688,658,1,1301581,58405
63,798570,741,2,856609,30685
57,787659,671,0,1015370,17253
35,901755,697,2,376399,19942
59,465697,638,1,944081,44518
37,777964,697,3,1048426,74319
23,416241,621,3,1589718,85495
29,777987,698,0,708629,29031
19,715963,831,1,1034999,42061
24,453741,746,3,1384088,93179
33,1167455,726,1,917049,38967
20,188309,581,0,1334468,47780
62,657513,751,1,1899309,79262
20,447128,759,3,911834,57306
44,1250260,724,5,1429452,113583
67,879519,719,4,1105936,73754
60,505206,687,0,1242978,47825
57,616085,758,1,1182005,36225
55,1258377,825,1,1326599,45072
50,416117,729,2,1300116,60632
45,170665,612,0,871892,32934
18,787302,619,1,677609,25388
25,794092,765,1,1070150,47240
54,899810,613,1,318762,11693
49,901787,718,3,1147448,79762
65,1231211,668,1,1198351,49481
60,184558,603,1,828456,40609
54,339159,774,1,917672,37567
21,898661,763,3,1264743,72452
47,368312,577,1,1198858,57149
23,263023,743,0,1270715,48079
63,1259753,730,3,1210801,64923
36,214017,775,4,942521,67623
49,594618,715,1,894050,37202
26,682189,828,2,1068931,57009
29,1092740,688,0,1481397,62060
28,150000,675,0,1005709,44398
63,824642,612,1,1422063,52428
33,432886,615,1,200000,10000
18,888283,607,3,1028644,81391
62,427957,719,3,933057,59926
38,1171691,675,0,233677,11386
47,429708,729,1,293918,10000
30,150000,591,0,1084528,23743
51,463345,622,3,942851,41219
21,621609,621,2,1216186,60415
45,1024706,850,1,200000,11720
55,322475,685,1,1327765,70242
48,328406,694,2,1330717,68078
44,988173,693,0,346696,17719
22,287432,839,1,1463198,57844
42,646304,554,3,1616163,88185
20,652404,694,6,366541,38422
50,765273,553,4,943057,57156
21,475045,485,2,979275,43619
42,421901,633,1,200000,10000
37,800468,737,3,767984,34234
51,431201,628,1,1461641,55826
43,292009,735,1,556010,24841
22,1068339,709,0,1631464,40865
52,846428,687,1,1047419,56721
45,1230250,813,1,583449,39766
46,935190,646,1,918048,48305
26,319556,734,2,314616,23470
69,728910,537,4,1071293,76825
55,395311,708,4,823095,63556
67,204517,676,1,729516,33228
23,565840,593,1,321558,18040
36,994459,735,2,867629,31212
61,782473,633,0,982051,36468
28,282731,850,3,351865,31080
19,555297,480,1,1332450,63569
64,657140,722,1,1011166,52252
61,193266,703,0,560674,31939
61,913951,674,2,861829,40602
26,631379,652,2,1234771,52674
38,282821,706,1,1447856,71388
41,265847,795,2,1534780,79031
51,1030199,549,3,1620091,87557
39,585756,627,1,367841,16041
20,1057105,605,2,615990,32875
29,1171646,601,1,339530,18937
45,1006734,730,1,1336391,67396
47,539970,753,0,830848,22017
43,150000,795,2,1405091,70348
65,793898,754,1,333125,18017
38,1327472,761,4,624326,31926
45,689382,572,1,580690,46846
43,150000,833,2,1395370,68721
50,497536,681,0,1180306,51463
38,644880,792,0,200000,10000
52,370603,576,2,713547,54747
69,150000,678,0,1283772,43691
51,670644,784,3,1345410,56400
58,464537,702,1,1065456,34054
68,1231807,632,1,972291,32545
64,730310,817,0,527743,12046
35,840873,594,0,1328076,38207
28,664274,698,2,421230,31494
40,728119,757,4,255461,29868
65,204310,850,0,983066,38207
39,387950,658,1,722700,35832
34,1026584,675,1,1189417,48742
22,762838,659,2,1093801,44499
61,580447,721,2,1583107,64175
28,845851,752,1,1061819,33020
47,851758,798,3,1323931,64865
32,1297268,768,0,559456,33122
44,748919,655,0,1184637,30673
52,381247,773,0,789360,39755
50,665291,708,2,702407,28995
37,882269,767,1,538991,13192
33,998697,772,1,1516948,65850
51,215490,846,1,897247,48015
19,776112,668,1,584633,14284
52,430823,650,1,1171232,49528
57,530010,740,3,724018,54884
45,953751,806,1,580621,32734
64,923874,705,3,2060868,98536
56,496554,812,1,416491,17378
23,652647,762,1,1646042,57103
26,539175,681,1,575845,28968
37,1567510,750,0,1150401,41753
18,783507,660,1,859358,43298
25,448155,721,1,1194565,42736
40,1096650,603,0,347207,10000
20,1107238,693,2,298373,28058
21,1237501,789,1,1206777,59998
42,1326398,769,2,200000,28363
64,912314,755,3,432548,42554
55,595044,725,2,864111,31247
32,639214,714,1,382339,27865
38,612377,585,0,433322,15591
52,578873,681,2,735576,44932
63,1071981,716,2,200000,12425
69,700216,598,0,339642,10000
31,991426,542,3,1436053,80708
53,902954,801,0,1282764,45021
29,370403,704,1,1806059,78157
34,184846,718,0,1137895,48601
56,329001,750,3,1420646,71390
26,571988,611,0,731386,17613
52,740298,663,4,825152,46352
30,505509,835,0,1065162,34861
32,910919,656,0,200000,10000
35,541694,676,2,1118308,53595
68,777087,639,1,650473,29443
50,735274,633,1,717546,17752
23,1220329,799,1,1298904,50918
44,407427,477,4,279159,33874
40,1362525,658,0,922065,33709
44,521695,720,4,1079139,69287
51,297982,850,1,687860,29385
63,634925,597,0,914930,31228
55,1672041,582,0,934172,26264
31,968561,622,0,1258974,36363
53,880889,763,1,827033,56909
25,938556,711,2,399080,28994
52,469121,570,1,668836,39107
36,797813,708,1,760488,38021
47,700750,839,2,579611,42289
31,1242720,723,0,975767,39111
37,667393,714,0,956644,17085
66,586517,720,2,935942,40959
42,350560,737,1,540993,26433
57,742004,585,3,951916,59768
41,787885,679,1,1415320,60790
31,339523,683,1,1017821,35267
43,835949,656,3,1328931,71414
55,769953,761,2,943567,49572
40,1004033,642,4,645097,50200
39,1063710,667,3,1244135,77777
65,728283,586,2,337092,13132
36,389090,734,0,676679,28065
63,450813,784,1,843485,31299
68,1228638,667,4,1161107,74504
20,749646,772,2,1409827,69464
59,1223846,686,2,1238588,47626
36,849581,472,2,1198450,63396
26,926120,695,2,1245840,71752
45,981617,684,1,1301595,45374
37,333058,709,1,444948,35681
62,792085,722,1,1781922,68555
24,328900,638,1,1343887,64615
31,614526,832,6,827607,65611
26,892050,694,1,1048522,62114
36,392399,682,3,374618,20535
64,867801,767,0,796065,29518
69,250489,701,0,763150,23201
31,1042995,850,2,730237,37154
55,500668,681,1,1225769,52992
53,391864,731,3,941707,53920
